! new fit to Optics_10786_-5_fit_tree
!   -0.00136210584    0.0039388193 -0.000975371183               0 00000
! delta opt down to -13
 ---------------------------------------------
      0.279405582   -0.0582865367    0.0337080682     0.667153399 10000
      -1.42088953     0.126967562   -0.0513308768    -0.265706749 01000
    0.00376924466    -0.773619544      0.32118946  -0.00128007291 00100
    -0.0618433155      1.45640445     -2.01568923   -0.0894340584 00010
      -0.68745697     0.150759967   -0.0933350385     -1.95819072 20000
       4.14820339    -0.914703107     0.463196233      14.5254699 11000
      -3.55334908    -0.957386746     0.112412923     -14.7683128 02000
     -0.106682564      3.99436771    -0.947156391     -0.67421213 10100
       0.42536487     -1.38718967     0.658764949       1.6860641 01100
    -0.0336345459    -0.421443905    0.0995345992     -1.06471281 00200
      0.261154913     -43.9017977      9.15942151     -0.38616236 10010
      -0.12531351      23.2077249     -5.51777759      2.63422556 01010
      0.632106317      2.46578713    -0.602977274      1.82692667 00110
      -2.75367494      4.19904796     -2.63326795      2.16863555 00020
        4.3985569     0.337458468   -0.0851194742      6.95241266 30000
      -40.0039182     -9.34193818      3.20122672     -71.1762972 21000
       107.501488      36.8105436     -13.8780286      218.345425 12000
      -78.9246639      -45.385934      22.2351815     -149.452012 03000
       2.55397397     -25.9387861      4.64981663    -0.131920908 20100
      -15.0655475      167.449201     -28.0162043      31.2372059 11100
        15.837245     -243.568976      37.9141746     -101.143387 02100
        1.6047455      2.63009915     -1.79622036      10.8913494 10200
      -7.45649444     -4.85112306      5.51834871    -0.267031569 01200
     -0.144188229      8.90463818      -3.4802868    -0.170683087 00300
      -13.6051892      246.829561      -44.381889     -16.8303129 20010
       76.2416767     -1636.74758      280.060129     -67.3108236 11010
      -72.3011195      2505.48471     -412.889823      322.020556 02010
      -19.4462818     -19.4232457      16.8168833     -182.352086 10110
       88.2508234     -44.5708834     -21.1552387      240.872342 01110
       3.77528509     -65.6048775      32.8567007     -5.74748554 00210
       87.5986931      134.359059     -66.1585625      460.460434 10020
       -438.21303      87.9279944      39.3378903      -1535.5001 01020
      -37.6676773      49.3306354     -124.876945      3.60570705 00120
       116.030255      622.942419      199.304528      60.5709952 00030
      -14.8868881     -7.25977309     -1.02746332     -14.2826759 40000
       164.032271      116.923366      11.5917279      186.845598 31000
      -480.052434     -667.530859     -32.4357457     -800.174844 22000
      -22.5362419      1572.91969      30.2786871      1214.13639 13000
        1030.4815     -1008.62332     -46.1337462     -234.780373 04000
      -16.3529837      61.5939904      -8.0908039      15.1818966 30100
       158.839895     -522.223867      66.4021292     -283.774899 21100
      -423.755586      697.334454     -4.54937312      1247.01195 12100
       257.607465      1282.13761     -358.412407     -1071.09369 03100
      -11.6532323     -32.4936347      14.3940001     -28.4648732 20200
       87.5346574     -39.1708124      3.66476303      76.3825835 11200
      -109.875066       315.44912      -111.62051     -33.7632646 02200
     -0.438483084     -66.6083241      32.8000566      19.6121472 10300
       10.8125488      -186.64196        47.84969      -68.174109 01300
     -0.605541705      42.7512547     -10.5859878     -12.3156414 00400
       40.9958088        -637.811      100.281492      116.743681 30010
      -243.956726      5831.33697     -989.778566     -377.730634 21010
      -301.126199     -10070.5264        1517.837      450.226463 12010
       1657.52403      -7303.0893      1568.89296     -4506.44417 03010
       68.6783588       669.29475     -293.503933      383.575703 20110
       -666.71745     -114.519021      369.072163      402.183396 11110
       908.674541     -3580.09158       817.23864      559.259523 02110
      -29.0939539      1318.59284      -550.20624     -250.265865 10210
      -60.4564703      1405.57629     -241.426085      1218.11896 01210
       9.31518377     -590.183671       161.95242      129.262735 00310
       158.746134     -3335.20103      1341.99484     -2128.65479 20020
       -427.88259      7379.96841      -2504.0104     -3113.60264 11020
      -203.438011        2634.116     -1124.24249     -639.860161 02020
       316.871732      -5573.3255      2282.30488      584.175154 10120
      -63.2020665      -3309.8474      27.9286553     -3393.68669 01120
      -78.4279107      3561.42814     -1030.14042     -560.255043 00220
      -995.951256      11352.9781      -3230.9566     -383.167868 10030
