! new fit to Optics_all_-10_fit_tree
 ---------------------------------------------
      0.336643406    0.0151522695  -0.00531365765     0.256021141 10000
      -2.99254622    -0.136844716    0.0381581199     0.130192976 01000
     -0.026024349    -0.435411251     0.270097779   0.00278565265 00100
       0.28102839   -0.0990912875       -2.323405    0.0407874298 00010
     -0.159448776   -0.0753802552    0.0159126937    -0.318166729 20000
      0.880471153     0.475111336   -0.0818580976      3.07552684 11000
       5.94976539    -0.137737669    -0.113973666       2.1477619 02000
    -0.0400473296      1.54172377    -0.404751886   -0.0297352223 10100
       1.83170791     0.584214328    -0.059494023     -0.26612453 01100
     0.0524277954   -0.0565973628    0.0381992358   -0.0438953228 00200
     -0.603360406     -21.5483843       5.3042531    -0.249121889 10010
      -6.03039913     -9.85635988      1.72376406      4.27708696 01010
     -0.703737908    -0.144746901    0.0303954747     0.475605891 00110
       1.29373485     -1.63998201      1.94210007     -3.53478948 00020
      0.873415444    -0.110591107    0.0869351195     0.936834319 30000
      -23.5187032      3.61558324     -1.87161735     -13.5405899 21000
       178.172649     -33.8198295      13.7459394      51.8797642 12000
      -466.689484      95.0645279     -28.0933677      -20.498985 03000
       2.73139154     -3.87880819     0.795755151   -0.0312542194 20100
      -30.5916585      47.5368704     -9.83318238     0.284008412 11100
       89.5374628      -130.21917      23.7655482      3.95564331 02100
       2.15171834      2.54145404    -0.620232008     0.954315611 10200
      -24.1604875     -22.4172016      4.56445638     -7.06883817 01200
      0.905967154    -0.696661335    -0.367861007    -0.358205667 00300
        -26.68747      55.4171127     -11.8185097     -2.74488175 20010
       305.126783     -676.725665      140.774827      10.6819836 11010
      -994.701301      1846.23116     -355.095177      -46.776265 02010
       -26.808476     -39.2810788      7.53636425     0.434687181 10110
       331.983146      365.253217     -73.0968719      25.6924121 01110
      -11.0676794      37.9575691    -0.801572865      -3.1559352 00210
       171.270799      6.55019431      11.5993227      31.9077575 10020
      -1989.85609     -150.070968     -80.0044202     -467.898102 01020
       108.562731     -512.904969      52.3057882       34.179037 00120
      -484.700655      2582.91556     -385.090741     -71.5085362 00030
      -16.9755701      2.44241577    -0.803014992     -2.30278775 40000
       378.124223      -53.612871      19.3544732      58.0248309 31000
      -3028.73144      483.606898     -158.413143     -491.562374 22000
       9525.12352     -2058.51014      608.849858      1718.29721 13000
      -4190.02376      3361.08395     -1002.12453     -1950.10403 04000
      -27.7256999    -0.270989154       1.1424388     -1.46212838 30100
       448.400127     -8.93789058     -11.3209902      47.2957535 21100
      -2275.02423     -74.7912647      69.2203696     -432.372956 12100
       2581.58072      723.099945      -190.84727      1323.39948 03100
      -20.5852268      -6.8748228     0.903151852     -1.00472512 20200
       162.637183      118.737163     -25.4104149      16.7434624 11200
       111.709667     -220.836553      56.9311306     -67.2731587 02200
       2.32507187     -8.40040921      6.41830115      4.98155457 10300
      -88.6712802     -75.6274853      14.4457145     -37.4367181 01300
      -1.97042037      3.42491791     -2.70449749      3.83526317 00400
       174.386236     -46.0612555      3.29183341      20.4063547 30010
      -2287.36143      873.633687     -126.223747     -521.870646 21010
       7950.20395     -3174.36092      542.942321      4021.85608 12010
       2734.74372     -1151.12824      200.047395     -11081.6594 03010
       228.332032        203.1109     -35.5859694     -26.1090659 20110
      -1780.31624     -2672.45724      503.030661      343.660595 11110
       -1588.6608      3434.31791     -435.220829     -974.052221 02110
       84.5146713      243.092061     -144.542396      -36.510193 10210
       70.5357432      1392.77179     -193.202316       292.43684 01210
       39.3760327      -15.097911      20.3878055     -84.9391998 00310
      -894.995746      -786.01095      113.814995      406.369321 20020
        7149.3734      8574.51747     -1944.38093     -4586.96491 11020
       1775.51824      2293.45374     -439.532868      9358.46286 02020
      -905.690601     -2440.09398      920.315095      60.2646297 10120
       2646.75761      -5271.2648      710.017736     -697.205971 01120
      -262.897988      168.536274     -179.834195      726.975013 00220
       2534.77592       11191.689     -2640.43054      536.066295 10030
       663.213875      153.063281      -199.40151     -2336.48364 01030
       356.483355      2033.36134     -983.995506     -1667.46714 00130
       27.6603131      395.931601     -233.385542      3912.11649 00040
       72.7499153     -4.41242533     0.925463125      4.96781903 50000
      -1494.43992       87.247155     -18.9894201     -214.635508 41000
       10112.5818     -558.710361      106.145266      3438.51266 32000
      -20806.2259       912.92538     -149.086861     -27888.4078 23000
      -10546.4718      782.567028     -193.514814      118850.529 14000
      -3127.10347      306.190184     -84.3910626       -209797.8 05000
       78.5882245      17.4244514     -5.40177263      3.07907961 40100
      -1192.68042     -225.044502      73.5073035     -71.7570318 31100
       4793.50635      578.115037     -217.109487      175.230779 22100
      -3167.38407      308.067212      114.345883      3660.70792 13100
      -1132.54665     -296.755206      162.304088     -18679.7717 04100
       84.0207003     -39.6197112      13.0078507     -9.82929708 30200
      -808.853919      310.329632     -78.6141401      223.223395 21200
       1607.96828     -255.321787      9.54317763     -1934.55934 12200
      -357.646343     -656.830192      81.6597699      6295.96049 03200
       5.00545904      19.0152011     -4.11921144      7.53241271 20300
      -273.470715      290.466564      -92.352317     -173.118732 11300
       2976.15866     -212.944745      104.543833      1077.44822 02300
        6.2733904     -15.9896411      20.0631122     -1.11240314 10400
       95.1067048     -71.9022542       23.613676     -107.686882 01400
      -1.45675991      48.2209408     -11.4987822     -1.36754912 00500
      -228.208361     -70.9779449      19.4300812     -48.5819865 40010
       2178.69086      627.598277     -176.558371      1952.97191 31010
      -752.526559      272.584042     -312.922441     -20776.5089 22010
      -667.017509      123.294763     -92.5464773      79440.7749 13010
      -165.838106     -2.39940248     -9.37429012     -71841.5676 04010
      -693.113805      374.603207     -134.248205      63.7792928 30110
       4335.84354     -1785.79065      587.842087      -1765.8266 21110
       678.960286      -681.07232      215.935782      11961.6529 12110
       25.1512943     -200.483667      52.7256232     -36062.5709 03110
       239.991486     -855.125191      236.636473     -8.69875712 20210
      -4743.21348     -2414.21887      707.295297      1607.73072 11210
      -805.702102      -818.30783      303.405464     -11675.9844 02210
      -109.275867      238.379263     -360.902279      165.982247 10310
      -1912.80585      246.439727     -13.2416589      946.869731 01310
       -55.476101     -831.476987      185.655045      164.395576 00410
       656.412711     -541.374343      204.526216     -2407.64911 30020
       1749.66192     -1593.83582      331.948161      55520.9916 21020
       316.251974     -433.404388      92.5783056     -418149.697 12020
       41.7832606     -81.7944507      17.1484241      1118597.09 03020
       915.501098      7138.82021     -2039.41687       332.50163 20120
       212.477171      129.178828       178.01674     -14254.2451 11120
       28.5762701     -62.1622031      76.2348069      52657.7588 02120
       2068.37897      212.436404      1171.33484     -3998.95843 10220
      -15.7136678      185.904342      144.701955      25102.1443 01220
       863.994142      4599.74672     -1009.11837      90.2668576 00320
       1488.43207      1835.26333      50.5281932        -930.899 20030
       203.033163       87.113727      79.7941905      39788.7678 11030
       22.8782269      2.87067906      17.0535538     -118752.747 02030
       432.681805       125.17678      242.767572      29493.1698 10130
       5.40333584      55.3578674      28.1017908     -259877.198 01130
       74.4933838      911.919712      -239.02293      1100.41524 00230
       40.3318508     -20.3891991      43.8397682     -13196.6766 10040
      -2.60952278      5.05496096      4.78204946      303094.278 01040
      -13.2243697      84.6205012     -29.1292299     -17333.4694 00140
      -5.26900894       2.2135592     -2.37726047      30963.1531 00050
      -85.1940945    0.0598125076     0.554194644               0 60000
       1502.53436      -1.5528263      -14.322469               0 51000
      -6371.86303     -29.9209905      21.1941682               0 42000
      -2396.56331      -39.083786      164.945226               0 33000
      -627.937823       59.845029      41.4304606               0 24000
      -152.122931      36.8835821      3.06568609               0 15000
       -44.810196      17.0253321      -2.4685432               0 06000
      -77.7339252     -26.5649532      4.32155089               0 50100
       1109.14675      370.300244     -41.9954598               0 41100
      -3725.12471     -1350.39806      211.839226               0 32100
        462.16809     -578.957224       179.14571               0 23100
       509.275876     -182.357348      69.0284324               0 14100
       167.071126     -46.9645248      18.8867183               0 05100
      -116.048042      114.049084       -33.39552               0 40200
       1411.57358     -1241.41012      290.524515               0 31200
       -4643.4691      2854.06409     -517.774355               0 22200
      -1032.75366      802.950598     -130.553755               0 13200
      -204.758497      191.246566     -32.6432787               0 04200
      -48.6628872      32.8768138     -40.9336439               0 30300
       349.978182     -327.686703      205.658447               0 21300
       865.917068      824.958929     -627.369645               0 12300
       673.085209      275.515566     -187.152505               0 03300
      -15.3038795     -30.6982785     -17.4949362               0 20400
      -347.043636      548.996746     -61.8879906               0 11400
       544.312702     -1782.29113      94.8919072               0 02400
       42.5350944     -126.852861      27.9226974               0 10500
      -310.831928     -286.082377      83.1967075               0 01500
       12.7472581      51.1138909      -20.925069               0 00600
       30.9125863       78.810942     -6.56761044               0 50010
      -306.672866     -231.621187     -181.119081               0 41010
      -24.8908009     -35.9668271     -73.3789211               0 32010
        151.27351     -25.4813819     -4.87575794               0 23010
       72.4901785     -13.9795216      2.92504346               0 14010
       20.8157868     -4.79647666      1.33570737               0 05010
       602.301114     -1174.23428      422.686143               0 40110
      -3628.85207      7147.61931     -1974.80805               0 31110
      -945.166317      1778.83321      -453.84969               0 22110
      -113.817924      320.459435     -74.4087483               0 13110
      -8.42785905       55.506112     -11.6476221               0 04110
